,tweet,Date
715,"Why Apple Inc. (AAPL), #Netflix, Inc. and Petroleo Brasileiro SA Petrobras (ADR) (PBR) Are ... Read more: http://owler.us/ablUx3 $NFLX",2016-04-18
716,"$SPY $AAPL 0 stocks are in downward trend 2016-04-19 more info, please check http://options-er.herokuapp.com",2016-04-19
717,"$SPY $AAPL 0 stocks are in upward trend 2016-04-19 more info, please check http://options-er.herokuapp.com",2016-04-19
718,"$SPY $AAPL 0 stocks appeared death cross 2016-04-19 more info, please check http://options-er.herokuapp.com/death",2016-04-19
719,"New post: ""Apple poaches Tesla's VP of vehicle engineering - which could have implications for the Apple Car (AAPL…",2016-04-20
720,"New post: ""Apple poaches Tesla's VP of vehicle engineering - which could have implications for the Apple Car (AAPL…",2016-04-20
721,We need Apple TV compatibility with the just-announced Xfinity TV… http://dlvr.it/L6Fr3c #AppleWorldToday $AAPL,2016-04-20
722,Do $AAPL special events affect Apple shares? http://baystreetblog.com/2015/09/12/do-apple-special-events-affect-apple-shares/…,2016-04-20
723,"$SPY $AAPL 0 stocks are in downward trend 2016-04-08 more info, please check http://options-er.herokuapp.com",2016-04-20
724,"$SPY $AAPL 0 stocks are in upward trend 2016-04-08 more info, please check http://options-er.herokuapp.com",2016-04-20
725,"$SPY $AAPL 0 stocks appeared death cross 2016-04-08 more info, please check http://options-er.herokuapp.com/death",2016-04-20
726,"$SPY $AAPL 0 stocks appeared golden cross 2016-04-08 more info, please check http://options-er.herokuapp.com/golden",2016-04-20
727,Apple Inc. (AAPL) Stake Increased by Strategic Global Advisors LLC #shares http://dragplus.com/post/id/34693781…,2016-04-20
728,"Apple poaches Tesla's VP of vehicle engineering - which could have implications for the Apple Car (AAPL, TSLA) http://ow.ly/8JCa4c",2016-04-20
729,"RT $QQQ HFT Algos triggered SELL in SIGMA-X, CROSSFINDER, ATS, LX @ 18:58, P/T 107.50 #Quant $MSFT $TWTR $GOOG $AMZN $AAPL $NFLX $FB $TSLA",2016-04-21
730,"Video Good Bye Markets $GOOG $AAPL $SAM $AMZN $SBUX
  http://viralmarketnews.com/video-good-bye-markets-goog-aapl-sam-amzn-sbux/…",2016-04-21
731,"$SPY $AAPL 0 stocks are in downward trend 2016-04-21 more info, please check http://options-er.herokuapp.com",2016-04-21
732,"$SPY $AAPL 0 stocks are in upward trend 2016-04-21 more info, please check http://options-er.herokuapp.com",2016-04-21
733,"$SPY $AAPL 0 stocks appeared death cross 2016-04-21 more info, please check http://options-er.herokuapp.com/death",2016-04-21
734,"$SPY $AAPL 0 stocks appeared golden cross 2016-04-21 more info, please check http://options-er.herokuapp.com/golden",2016-04-21
735,Apple Inc. (AAPL) Stock Nibbled On By Bears: How Low Can It Go? - ValueWalk http://bit.ly/26hVBdY,2016-04-21
736,Apple Inc. (AAPL) Reaches Agreement With Samsung Electronics Co... http://goo.gl/fb/t9auVc #samsungelectronicslimited,2016-04-21
737,"$SPY $AAPL 0 stocks are in downward trend 2016-04-22 more info, please check http://options-er.herokuapp.com",2016-04-22
738,"$SPY $AAPL 0 stocks are in upward trend 2016-04-22 more info, please check http://options-er.herokuapp.com",2016-04-22
739,"$SPY $AAPL 0 stocks appeared death cross 2016-04-22 more info, please check http://options-er.herokuapp.com/death",2016-04-22
740,Apple is reportedly looking at a 'megaspace' in Battersea Power Station for its new UK HQ (AAPL) http://read.bi/1WHVF2q,2016-04-23
741,$AAPL will beat on Tuesday after the bell and will proof all these analysts wrong.,2016-04-23
742,New #Apple Watch apps need to work without an iPhone. Read more: http://owler.us/abdNx2 $AAPL,2016-04-23
743,New #Apple Watch apps need to work without an iPhone. Read more: http://owler.us/abdNxI $AAPL,2016-04-23
744,"$AAPL
$FB
$TWTR
$BA
$MMM",2016-04-23
745,#Apple Will Only Accept Native WatchOS Apps Starting June 1. Read more: http://owler.us/abdNwD $AAPL,2016-04-23
746,#Apple Will Only Accept Native WatchOS Apps Starting June 1. Read more: http://owler.us/abdNwP $AAPL,2016-04-23
747,Apple Inc. Reiterated Rating by Bank of America (Ranked 44th) to Buy with 125 PT $AAPL #AAPL http://firsttomarkets.com/FTMMobile/#/stock/46…,2016-04-23
748,Apple Inc. Reiterated Rating by Stifel Nicolaus (Ranked 43rd) to Buy with 120 PT $AAPL #AAPL http://firsttomarkets.com/FTMMobile/#/stock/46…,2016-04-23
749,Apple Inc. Reiterated Rating by Deutsche Bank (Ranked 16th) to Hold with 105 PT $AAPL #AAPL http://firsttomarkets.com/FTMMobile/#/stock/46…,2016-04-23
750,$FB $AAPL $AMZN $TWTR $CMG $F $GILD $LNKD $FCX $CELG $SWKS $JBLU $T $NXPI $BA http://stocktwits.com/sssvenky/message/53539141…,2016-04-24
751,"Apple leads huge group of earnings this week, iPhone sales likely to drop for 1st time
http://on.mktw.net/1QseOha
$AAPL",2016-04-24
752,Perception may be Apple Watchs biggest foe $AAPL http://marketwatch.com/story/perception-may-be-apple-watchs-biggest-foe-2016-04-24?mod=mw_share_twitter…,2016-04-24
753,Perception may be Apple Watchs biggest foe $AAPL http://wlst.com http://marketwatch.com/story/perception-may-be-apple-watchs-biggest-foe-2016-04-24?mod=mw_share_twitter…,2016-04-24
754,$PXD $AAPL $TWTR $FB $CMG $PNRA $BWLD $YELP $GILD $EXPE $LNKD $BIDU $BMRN $PSX earnings reports & economic calendar,2016-04-24
755,"$SPY $AAPL 0 stocks are in downward trend 2016-04-25 more info, please check http://options-er.herokuapp.com",2016-04-25
756,"$SPY $AAPL 0 stocks are in upward trend 2016-04-25 more info, please check http://options-er.herokuapp.com",2016-04-25
757,"$SPY $AAPL 0 stocks appeared death cross 2016-04-25 more info, please check http://options-er.herokuapp.com/death",2016-04-25
758,"$SPY $AAPL 0 stocks appeared golden cross 2016-04-25 more info, please check http://options-er.herokuapp.com/golden",2016-04-25
759,"$SPY $AAPL 0 stocks are in downward trend 2016-04-26 more info, please check http://options-er.herokuapp.com",2016-04-26
760,"$SPY $AAPL 0 stocks are in upward trend 2016-04-26 more info, please check http://options-er.herokuapp.com",2016-04-26
761,"$SPY $AAPL 0 stocks appeared death cross 2016-04-26 more info, please check http://options-er.herokuapp.com/death",2016-04-26
762,"@kitwitit
 they might actually do ok, I mean aapl sells 1 mill less I phones its still a shit ton for this small company",2016-04-27
763,"Congrats $AAPL 
 title of worst Dow performer http://flip.it/t8j1s.",2016-04-27
764,"Why Apple Inc. (AAPL), H & R Block Inc (HRB) and Twitter Inc (TWTR) Are 3 of Today's Worst Stocks http://bit.ly/1TeUC4G 
@investorplace",2016-04-27
765,"Replying to 
@Downtown",2016-04-28
766,"When you realize how cheap $AAPL is trading. BalanceSheet: Equity = $130B - $5B (Goodwill) - $4B Intangible = $121B, Mrk Cap @ $493B. 4X BV",2016-04-28
767,$GLD #Gold and #Silver - Off We Go Into The Wild Blue Yonder http://talkmarkets.com/content/commodities/gold-daily-and-silver-weekly-charts-off-we-go-into-the-wild-blue-yonder?post=92987… $SLV $GDX $GDXJ $NUGT $JNUG $DUST $JDST $SPY $QQQ $AAPL,2016-04-28
768,"This guy got Windows 95 running on an Apple Watch (AAPL, MSFT) - http://klou.tt/1p7fohwjnd63j #Computer #Apple #Microsoft",2016-04-29
769,"This guy got Windows 95 running on an Apple Watch (AAPL, MSFT) (Matt Weinberger/Business… http://goo.gl/fb/1wkxVw",2016-04-29
770,"How cool! This guy got Windows 95 running on an Apple Watch (AAPL, MSFT) http://klou.tt/1me9g5sfa3aid",2016-04-29
771,$AAPL management and CEO infographic https://simplywall.st/NasdaqGS:AAPL/?utm_source=top100&utm_medium=twitter&utm_content=2&utm_campaign=CEO_details&anchor=CEO-details#CEO-details…,2016-04-30
772,the criminal media does fools investors once again! $aapl $spy $qqq http://goo.gl/FAAu0U backtesting the media,2016-04-30
773,"@rpatel83
 ha it's ok. I've been very clear since 7/31/15 that $AAPL is a sell. Got plenty of evidence for haters",2016-04-30
774,"Not enough scared $twtr investors to stop it from going down more? 

$fb $aapl $spy $tsla",2016-05-01
775,Apple's marketing chief reveals you've been saying its product names all wrong (AAPL) http://read.bi/1SDd47a,2016-05-01
776,"Replying to 
@MrsLoulou",2016-05-01
777,Apple: Beauty Is In The Eye Of The Beholder http://ift.tt/1rejHG6 #AAPL,2016-05-02
778,Apple CEO Tim Cook says he forgot to say something important on the conference call (AAPL): Apple CEO Tim Coo... http://read.bi/1Z4VcGm,2016-05-02
779,Apple CEO Tim Cook says he forgot to say something important on the conference call (AAPL): Apple CEO Tim Coo... http://read.bi/1rfmyi3,2016-05-02
780,#AAPL Summit Valuations Joins American Association Of Private Lenders. Read Blog: http://owler.us/aaLS4B,2016-05-02
781,Apple CEO Tim Cook appeared on Jim Cramer’s TV show to tell investors they got it all wrong (AAPL) http://ift.tt/1Y3XzJ7 #Business,2016-05-02
782,Apple CEO Tim Cook says he forgot to say something important on the conference call (AAPL): Apple CEO Tim Coo... http://read.bi/1rfmyi3,2016-05-02
783,Apple CEO Tim Cook says he forgot to say something important on the conference call (AAPL): Apple CEO Tim Coo... http://read.bi/1rfmyi3,2016-05-02
784,#Apple New rumor claims iPhone 7 will finally get a bigger battery. Read more: http://owler.us/aaLT3k $AAPL,2016-05-02
785,#Apple New rumor claims iPhone 7 will finally get a bigger battery. Read more: http://owler.us/aaLT3l $AAPL,2016-05-02
786,"New post: ""Apple CEO Tim Cook says he forgot to say something important on the conference call (AAPL)"" http://ift.tt/1SJwEil",2016-05-02
787,STRONG BUY SIGNAL $AAPL :p https://twitter.com/EstrategiasTv/status/727611346511073281…,2016-05-03
788,#Apple M&A Center Spot after CEO Cook's Chat with Cramer. Read more: http://owler.us/aaL5Bk $AAPL,2016-05-03
789,#Apple M&A Center Spot after CEO Cook's Chat with Cramer. Read more: http://owler.us/aaL5Bt $AAPL,2016-05-03
790,#Apple hires Google X Lab co-founder to work on health projects. Read more: http://owler.us/aaL5Bz $AAPL,2016-05-03
791,#Apple hires Google X Lab co-founder to work on health projects. Read more: http://owler.us/aaL5Bj $AAPL,2016-05-03
792,Apple at Cusp of Major Downtrend (AAPL) http://twib.in/l/45XRp8p75BGE #Analysis,2016-05-03
793,"Jony Ive explains #Apple's interest in wearables, design philosophy at Met Gala 2016. Read more: http://owler.us/aaL5y4 $AAPL",2016-05-03
794,"Jony Ive explains #Apple's interest in wearables, design philosophy at Met Gala 2016. Read more: http://owler.us/aaL5y5 $AAPL",2016-05-03
795,RT MadMoneyOnCNBC: $AAPL CEO tim_cook opened up to jimcramer on what he is most proud of and who he admires http://cnb.cx/1X7nJwd …,2016-05-03
796,"Even Without Growth, Apple Should Be Worth More --  The Motley Fool $AAPL #wlst http://fool.com/investing/general/2016/05/03/even-without-growth-apple-should-be-worth-more.aspx…",2016-05-03
797,Apple bought at least 3 companies in the past year that nobody knows about (AAPL) - http://feedproxy.google.com/~r/businessinsider/~3/q9V3FLwh9ws/apple-made-at-least-3-mystery-acquisitions-2016-5…,2016-05-04
798,"RT $TSLA HFT Algos triggered BUY in SIGMA-X, CROSSFINDER, ATS, LX @ 19:50, P/T 240.00 $AMZN $AAPL $NFLX $FB $QQQ",2016-05-04
799,"RT $TSLA HFT Algos triggered BUY in SIGMA-X, CROSSFINDER, ATS, LX @ 19:50, P/T 240.00 #Quant $MSFT $TWTR $GOOG $AMZN $AAPL $NFLX $FB $QQQ",2016-05-04
800,Apple faces a big dilemma if it wants to become a services business (AAPL): Justin Sullivan/Getty ImagesAs sa... http://bit.ly/1rvmpXS,2016-05-05
801,Apple faces a big dilemma if it wants to become a services business (AAPL): Justin Sullivan/Getty ImagesAs sa... http://bit.ly/1rvmpXS,2016-05-05
802,Apple faces a big dilemma if it wants to become a services business (AAPL): Justin Sullivan/Getty ImagesAs sa... http://bit.ly/1rvmpXS,2016-05-05
803,"Apple should definitely copy Microsoft's incredible finger-sensing smartphone technology (AAPL, MSFT): Apple ... http://bit.ly/23w4U5T",2016-05-06
804,"Apple should definitely copy Microsoft's incredible finger-sensing smartphone technology (AAPL, MSFT): Apple ... http://bit.ly/23w4U5T",2016-05-06
805,"Apple should definitely copy Microsoft's incredible finger-sensing smartphone technology (AAPL, MSFT): Apple ... http://bit.ly/23w4U5T",2016-05-06
806,"$AAPL, $SPY and $CPXX are some top stock msg boards on the web! Found on http://SpeculatingStocks.com homepage, the discovery engine. #stocks",2016-05-07
807,"Killer Deals: Apple's 12 inch MacBooks for $964, Rose Gold MacBook for… http://dlvr.it/LFpJQJ #AppleInsider $AAPL",2016-05-07
808,Lines: Lines APPLE INC NASDAQ:AAPL vahid… chart.. Important lines Source: StockSetups http://bit.ly/23yaOTV,2016-05-07
809,"Replying to 
@BobSvik",2016-05-08
810,$SPY #Traders Education: The Importance Of Price Confirmation http://seeitmarket.com/traders-education-importance-price-confirmation-15644/… $SPX $DIA $QQQ $IWM $AAPL $AMZN $GOOG $GOOGL $FB $NFLX,2016-05-08
811,#StockMarket Weekend Review VIDEO 5/8: $VIX $TLT $IBB $GILD $SPY $IWM $QQQ $AAPL $FB $AMZN $NFLX $GOOGL $MSFT $YELP,2016-05-08
812,$AAPL #Apple at 52-week-low -- https://tradewatcherpro.com/content-locked/?r=715…,2016-05-08
813,"10 things you need to know before the opening bell (spy, spx, qqq, dia, aapl, hsc, arop) - #startup http://startupnewsroom.com/10-things-you-need-to-know-before-the-opening-bell-spy-spx-qqq-dia-aapl-hsc-arop/…",2016-05-09
814,"Fitbit is expanding even though many are calling its products obsolete (FIT, AAPL) http://themapstories.net/news/259922/fitbit-is-expanding-even-though-many-are-calling-its-products-obsolete-fit-aapl…",2016-05-09
815,"Fitbit is expanding even though many are calling its products obsolete (FIT, AAPL) http://themapstories.net/news/259922/fitbit-is-expanding-even-though-many-are-calling-its-products-obsolete-fit-aapl…",2016-05-09
816,"$AAPL, $GILD :)",2016-05-09
817,Forget the Apple Car or robots; UBS says Apple needs to jump on the… http://dlvr.it/LH4xh1 #AppleWorldToday $AAPL,2016-05-10
818,"You vote for these politicians. These corporations, you buy all their shit. Raise chickens. Grow your own food. Disconnect. $AAPL #Trump2016",2016-05-10
819,"$SPY $AAPL 0 stocks are in downward trend 2016-05-10 more info, please check http://options-er.herokuapp.com",2016-05-10
820,"Replying to 
@JeffMacke
 and 
@ericjackson",2016-05-11
821,"Replying to 
@ericjackson",2016-05-11
822,"$AAPL so stocks that are showing strength, don't act like this.  sign up; http://shortmetina.com",2016-05-11
823,"Replying to 
@NickBarillaro",2016-05-12
824,"@sssvenky
 #spiker after hours tonight $aapl $ 83.6307
(17:38:17 PM)",2016-05-12
825,"Periscope ""search"" box is awesome!!! $twtr $spy $aapl $fb",2016-05-12
826,#Apple pumps $1 billion into ride sharing service Didi in China. Read more: http://owler.us/aaNrAI $AAPL,2016-05-13
827,#Apple pumps $1 billion into ride sharing service Didi in China. Read more: http://owler.us/aaNrAD $AAPL,2016-05-13
828,#Apple Invests $1 Billion in Chinese Ride-Hailing Service. Read more: http://owler.us/aaNrAG $AAPL,2016-05-13
829,"Apple is still obsessed with the year 1984 (AAPL) -  http://blog.lifetimecs.com/apple-is-still-obsessed-with-the-year-1984-aapl/Part… of Apple's culture, instilled by ...",2016-05-14
830,$AAPL some TA thoughts: http://siliconinvestor.com/readmsg.aspx?msgid=30582930…,2016-05-14
831,$AAPL OI for maturity 05/20/2016. 100.00 Highest put. 110.00 Highest call. bullish http://goo.gl/OXnhtv,2016-05-14
832,"New Blog Post: Grace Under Pressure

http://bit.ly/1sfXwzG

$AAPL $ES_F #GOLD #OIL",2016-05-15
833,Tech Stock News Today | AAPL | TWTR | FB | BBRY | PLUG http://cnafinance.com/tech-stock-news-today-aapl-twtr-fb-bbry-plug/2592…,2016-05-15
834,Apple is about to spend the most money in company history (AAPL) http://read.bi/24Qcv1F,2016-05-15
835,"Thanks for staying long AAPL 
@jimcramer
 and for your great recent interview with 
@tim_cook
 China and India will rock",2016-05-16
836,"$AAPL Hot News: Apple Celebrates Chinese Music with GarageBand Update: BEIJING — May 17, 2016 — Apple® today ... http://apple.co/1Oyl8db",2016-05-16
837,"The ""buffett"" bounce. lol $AAPL",2016-05-16
838,I hear Andrew left agrees with ackman on $hlf and likes $aapl like Buffett but thinks $ is overvalued and loves a good $cmg burrito,2016-05-17
839,This is how you perfect  the short game Hft style!! Major gains $AAPL $stockmarket,2016-05-17
840,Introducing http://sympathystocks.com! Instantly find stock ideas based on correlations between stocks. $AAPL $TSLA $MTG $SPY $RLYP,2016-05-17
841,"$AAPL maturity 05/20/2016 oi CallPutRatio of 0.62 puts 407,118 & calls 657,921 bullish. http://bit.ly/1WyKXNe",2016-05-17
842,"""Control your Bentley's seat massagers from your wrist with new Apple Watch app"" $AAPL https://cdn.ampproject.org/c/appleinsider.com/articles/16/05/18/control-your-bentleys-seat-massagers-from-your-wrist-with-new-apple-watch-app/amp/…",2016-05-18
843,#Apple Siri for Mac Icon Leaks Ahead of Expected Unveiling at WWDC. Read more: http://owler.us/aaNTQV $AAPL,2016-05-18
844,#Apple Siri for Mac icon leaks ahead of WWDC. Read more: http://owler.us/aaNTQ2 $AAPL,2016-05-18
845,#Apple Siri for Mac's Colorful Waveform Dock Icon Revealed Ahead of OS X 10.12 Unveiling. Read more: http://owler.us/aaNTQ1 $AAPL,2016-05-18
846,"A bad #Apple? The tech giant's decline ""four times worse than Enron"" says 
@FinancialReview
 
#ausbiz $AAPL #TenNews",2016-05-19
847,"#Apple's loss is 4 times worse than Enron.
#tech #ausbiz $AAPL
http://bit.ly/1sDusmo FinancialReview #RT",2016-05-19
848,"RT $TSLA HFT Algos triggered BUY in SIGMA-X, CROSSFINDER, ATS, LX @ 19:51, P/T 225.00 $AMZN $AAPL $NFLX $FB $QQQ",2016-05-19
849,"$AAPL 's future success could come from television services.

http://idropnews.com/2016/05/20/apples-future-success-in-the-television-industry-probably-wont-come-from-apple-tv/…",2016-05-20
850,Apple may turn to LG with Sony lagging in dual-lens camera modules for… http://dlvr.it/LMQFvG #AppleInsider $AAPL,2016-05-20
851,"@tim_cook
 there appears to be an erosion in the quality of workmanship at AAPL #WhatAShame",2016-05-20
852,"Commented on StockTwits: Is Spice back in big AAPL, lol http://stocktwits.com/knowwhatyouown/message/55296261#55300053…",2016-05-21
